id,brand,model,size,span_cm,area_cm2,thickness_mm,is_baseline,thickness_estimated,specs_estimated,aliases
864,Gong,Curve V2,M,83.0,1009.0,16.0,False,True,False,
865,Gong,Curve V2,L,90.0,1199.0,19.2,False,True,False,
866,Gong,Curve V2,XL,98.0,1406.0,22.0,False,True,False,
867,Gong,Veloce V2,S,73.0,707.0,14.0,False,True,False,
868,Gong,Veloce V2,M,82.0,903.0,15.8,False,True,False,
869,Gong,Veloce V2,L,91.0,1098.0,17.3,False,True,False,
870,Gong,Veloce V2,XL,99.0,1300.0,18.7,False,True,False,
871,Gong,Veloce V2,XXL,106.0,1491.0,20.0,False,True,False,
872,Gong,X-Over V2,M,75.0,1032.0,20.0,False,True,False,
873,Gong,X-Over V2,L,85.0,1326.0,22.7,False,True,False,
874,Gong,X-Over V2,XL,95.0,1656.0,25.3,False,True,False,
875,Gong,X-Over V2,XXL,105.0,2023.0,28.0,False,True,False,
876,Gong,Pro Ypra Race V2,XS,71.0,486.0,11.3,False,True,False,
877,Gong,Pro Ypra Race V2,M,91.0,801.0,14.5,False,True,False,
878,Gong,Pro Ypra Race V2,L,101.0,1007.0,16.5,False,True,False,
879,Gong,Pro Ypra Race V2,XL,111.0,1214.0,18.0,False,True,False,
880,Gong,Pro Ypra Slalom V2,XS,60.0,447.0,11.2,False,True,False,
881,Gong,Pro Ypra Slalom V2,S,70.0,598.0,12.9,False,True,False,
882,Gong,Pro Ypra Slalom V2,MS,75.0,701.0,14.1,False,True,False,
883,Gong,Pro Ypra Slalom V2,M,80.0,782.0,14.8,False,True,False,
884,Gong,Pro Ypra Slalom V2,L,90.0,989.0,16.6,False,True,False,
885,Gong,Pro Ypra Slalom V2,XL,100.0,1221.0,18.4,False,True,False,
886,Gong,Curve H V2 Black,M,86.0,875.0,16.0,False,False,True,Curve H V2 Black
887,Gong,Curve H V2 Black,L,95.0,1068.0,18.0,False,False,True,Curve H V2 Black
888,Gong,Curve H V2 Black,XXL,115.0,1566.0,22.0,False,False,True,Curve H V2 Black
889,Gong,Curve H V2 Black,3XL,125.0,1850.0,24.0,False,False,True,Curve H V2 Black
890,Gong,Curve H V2 Black,6XL,185.0,3070.0,27.0,False,False,True,Curve H V2 Black
891,Lift Foils,Lift Florence 71 X,71,97.0,458.0,3.8,False,True,False,Florence 71
892,Unifoil,Vyper,150,74.9,968.0,24.0,False,True,True,
893,AlpineFoil,DK,1360,136.0,1950.0,,False,False,False,DK1360|Alpine DK 1360|Alpine dk 1360
895,Levitaz,Free Series Prototype,1200,150.0,1200.0,,False,False,False,FreeSeries 1200|Free Series 1200|Levitaz 1200
