id,user_id,sport,sport_class,sport_source,is_pumpfoil
2404,140,pumpfoil,pumpfoil,auto,True
2405,140,pumpfoil,pumpfoil,auto,True
2406,140,pumpfoil,pumpfoil,auto,True
2407,140,pumpfoil,pumpfoil,default,False
2408,140,pumpfoil,pumpfoil,default,False
2409,140,pumpfoil,pumpfoil,default,False
2410,140,pumpfoil,pumpfoil,default,False
2411,140,pumpfoil,pumpfoil,auto,True
2412,140,pumpfoil,pumpfoil,default,False
2413,140,pumpfoil,pumpfoil,default,False
2414,140,pumpfoil,pumpfoil,default,False
2415,140,pumpfoil,pumpfoil,default,False
2416,140,pumpfoil,pumpfoil,default,False
2417,140,pumpfoil,pumpfoil,default,False
2418,140,pumpfoil,pumpfoil,auto,True
2419,140,pumpfoil,pumpfoil,auto,True
2420,140,pumpfoil,pumpfoil,default,False
2421,140,pumpfoil,pumpfoil,default,False
2422,140,pumpfoil,pumpfoil,default,False
2423,140,pumpfoil,pumpfoil,default,False
2427,140,pumpfoil,pumpfoil,default,False
2448,140,pumpfoil,pumpfoil,auto,True
2462,276,pumpfoil,pumpfoil,default,False
2464,140,pumpfoil,pumpfoil,default,False
2467,140,pumpfoil,pumpfoil,default,False
2505,140,pumpfoil,pumpfoil,default,False
2534,140,pumpfoil,pumpfoil,default,False
2547,140,pumpfoil,pumpfoil,default,False
2552,248,pumpfoil,pumpfoil,default,True
2553,180,pumpfoil,pumpfoil,default,True
2554,180,pumpfoil,wingfoil,owner,True
2555,180,pumpfoil,wingfoil,owner,True
2556,286,pumpfoil,pumpfoil,default,True
2563,320,pumpfoil,pumpfoil,auto,False
2564,320,pumpfoil,pumpfoil,default,True
2565,320,pumpfoil,pumpfoil,default,True
2566,320,pumpfoil,pumpfoil,default,True
2567,320,pumpfoil,pumpfoil,default,False
2568,320,pumpfoil,pumpfoil,default,True
2569,320,pumpfoil,pumpfoil,default,True
2570,320,pumpfoil,pumpfoil,default,True
2571,320,pumpfoil,pumpfoil,default,False
2572,320,pumpfoil,pumpfoil,auto,True
2573,320,pumpfoil,pumpfoil,default,True
2574,320,pumpfoil,pumpfoil,auto,True
2575,320,pumpfoil,pumpfoil,default,True
2576,320,pumpfoil,pumpfoil,default,False
2577,320,pumpfoil,pumpfoil,auto,True
2578,320,pumpfoil,pumpfoil,default,True
2579,320,pumpfoil,pumpfoil,auto,True
2580,320,pumpfoil,pumpfoil,default,False
2581,320,pumpfoil,pumpfoil,auto,False
2582,320,pumpfoil,pumpfoil,default,False
2583,320,pumpfoil,pumpfoil,default,True
2584,320,pumpfoil,pumpfoil,default,False
2585,320,pumpfoil,pumpfoil,auto,False
2586,320,pumpfoil,pumpfoil,auto,True
2587,320,pumpfoil,pumpfoil,auto,True
2588,320,pumpfoil,pumpfoil,auto,False
2599,95,pumpfoil,pumpfoil,default,True
2602,70,pumpfoil,pumpfoil,default,True
2605,140,pumpfoil,pumpfoil,default,False
2611,286,pumpfoil,pumpfoil,default,True
2617,95,pumpfoil,pumpfoil,default,True
2618,327,generic,pumpfoil,default,True
2619,327,pumpfoil,pumpfoil,default,True
2626,95,pumpfoil,pumpfoil,default,True
2628,320,pumpfoil,pumpfoil,default,True
2629,140,pumpfoil,pumpfoil,default,False
2645,276,pumpfoil,pumpfoil,default,False
2651,320,pumpfoil,pumpfoil,default,True
2652,320,pumpfoil,pumpfoil,default,True
2655,320,pumpfoil,pumpfoil,default,True
2656,320,pumpfoil,pumpfoil,default,True
2662,318,pumpfoil,pumpfoil,default,True
2666,320,pumpfoil,pumpfoil,default,True
2670,180,pumpfoil,pumpfoil,default,True
2676,140,pumpfoil,pumpfoil,default,False
2681,139,open_water,pumpfoil,default,True
2691,95,pumpfoil,pumpfoil,default,True
2696,70,pumpfoil,pumpfoil,default,True
2697,70,pumpfoil,pumpfoil,default,True
2701,140,pumpfoil,pumpfoil,default,True
2704,276,pumpfoil,pumpfoil,default,False
2710,87,pumpfoil,pumpfoil,default,True
2712,128,generic,pumpfoil,default,True
2713,128,generic,pumpfoil,default,True
2714,128,generic,pumpfoil,default,True
2732,198,pumpfoil,pumpfoil,default,True
2734,198,pumpfoil,pumpfoil,default,True
2735,198,pumpfoil,pumpfoil,default,True
2742,140,pumpfoil,pumpfoil,default,False
2746,248,pumpfoil,pumpfoil,default,True
2759,140,pumpfoil,pumpfoil,default,False
2771,318,pumpfoil,pumpfoil,default,True
2772,17,pumpfoil,pumpfoil,default,True
2779,140,pumpfoil,pumpfoil,default,True
2785,286,pumpfoil,pumpfoil,default,True
2786,142,pumpfoil,pumpfoil,default,True
2787,142,pumpfoil,pumpfoil,default,True
2788,142,pumpfoil,pumpfoil,default,True
2799,140,pumpfoil,pumpfoil,default,True
2800,95,pumpfoil,pumpfoil,default,True
2803,140,pumpfoil,pumpfoil,default,False
2805,359,pumpfoil,pumpfoil,default,False
2806,248,pumpfoil,pumpfoil,default,True
2810,248,pumpfoil,pumpfoil,default,True
2812,248,pumpfoil,pumpfoil,default,True
2814,140,pumpfoil,pumpfoil,default,False
2823,278,pumpfoil,pumpfoil,auto,True
2825,87,pumpfoil,pumpfoil,default,True
2829,95,pumpfoil,pumpfoil,default,True
2846,353,pumpfoil,pumpfoil,default,True
2855,198,pumpfoil,pumpfoil,default,True
2901,180,pumpfoil,pumpfoil,default,True
2912,276,pumpfoil,pumpfoil,default,False
2921,70,pumpfoil,pumpfoil,default,True
2922,276,pumpfoil,pumpfoil,default,True
2926,318,pumpfoil,pumpfoil,default,True
2928,17,pumpfoil,pumpfoil,owner,True
2937,198,pumpfoil,pumpfoil,default,True
2943,286,pumpfoil,pumpfoil,default,True
2956,198,pumpfoil,pumpfoil,default,True
2967,95,pumpfoil,pumpfoil,default,True
2973,180,pumpfoil,pumpfoil,default,True
2974,180,pumpfoil,pumpfoil,default,True
2980,318,pumpfoil,pumpfoil,default,True
2986,276,pumpfoil,pumpfoil,default,True
2995,180,pumpfoil,pumpfoil,default,True
2996,198,pumpfoil,pumpfoil,default,True
2997,320,pumpfoil,pumpfoil,default,True
2998,320,pumpfoil,pumpfoil,default,True
3000,17,pumpfoil,pumpfoil,default,True
3001,140,pumpfoil,pumpfoil,default,False
3009,95,pumpfoil,pumpfoil,default,True
3010,214,generic,pumpfoil,default,True
3012,248,pumpfoil,pumpfoil,default,True
3013,280,training,pumpfoil,default,False
3019,248,pumpfoil,pumpfoil,default,True
3022,286,pumpfoil,pumpfoil,default,True
3033,276,pumpfoil,pumpfoil,default,True
3038,353,pumpfoil,pumpfoil,default,True
3040,95,pumpfoil,pumpfoil,default,True
3041,318,pumpfoil,pumpfoil,default,True
3047,353,pumpfoil,pumpfoil,default,True
3049,198,pumpfoil,pumpfoil,default,True
3052,320,pumpfoil,pumpfoil,default,False
3053,320,pumpfoil,pumpfoil,auto,True
3054,320,pumpfoil,pumpfoil,auto,True
3062,248,pumpfoil,pumpfoil,default,True
3064,286,pumpfoil,pumpfoil,default,True
3071,318,pumpfoil,pumpfoil,default,True
3094,214,open_water,pumpfoil,default,True
3095,214,generic,pumpfoil,default,True
3096,214,generic,pumpfoil,default,True
3097,214,open_water,pumpfoil,default,True
3100,95,pumpfoil,pumpfoil,default,True
3101,396,pumpfoil,pumpfoil,default,True
3105,70,pumpfoil,pumpfoil,default,True
3110,276,pumpfoil,pumpfoil,default,False
3116,95,pumpfoil,pumpfoil,default,True
3117,198,pumpfoil,pumpfoil,default,True
3145,140,pumpfoil,pumpfoil,default,False
3155,276,pumpfoil,pumpfoil,default,False
3162,278,pumpfoil,pumpfoil,default,True
3167,140,pumpfoil,pumpfoil,default,False
3170,404,generic,pumpfoil,default,True
3171,404,generic,pumpfoil,default,True
3172,404,generic,pumpfoil,default,True
3173,404,generic,pumpfoil,default,True
3174,404,generic,pumpfoil,default,True
3175,404,generic,pumpfoil,default,True
3176,404,generic,pumpfoil,default,True
3177,404,generic,pumpfoil,default,True
3178,404,generic,pumpfoil,default,True
3181,320,pumpfoil,pumpfoil,default,False
3182,140,pumpfoil,pumpfoil,default,True
3189,320,pumpfoil,pumpfoil,auto,True
3191,140,pumpfoil,pumpfoil,default,True
3194,404,generic,pumpfoil,default,False
3196,140,pumpfoil,pumpfoil,default,False
3203,248,generic,pumpfoil,default,True
3215,353,pumpfoil,pumpfoil,default,True
3217,318,pumpfoil,pumpfoil,default,True
3223,140,pumpfoil,pumpfoil,default,False
3225,320,pumpfoil,pumpfoil,auto,True
3233,320,pumpfoil,pumpfoil,default,False
3239,140,pumpfoil,pumpfoil,default,False
3251,404,generic,pumpfoil,default,True
3252,404,open_water,pumpfoil,default,True
3253,404,generic,pumpfoil,default,True
3259,140,pumpfoil,pumpfoil,default,False
3260,310,pumpfoil,pumpfoil,default,True
3262,310,pumpfoil,pumpfoil,default,True
3278,140,pumpfoil,pumpfoil,default,False
3289,17,pumpfoil,pumpfoil,default,True
3290,140,pumpfoil,pumpfoil,default,False
3295,278,pumpfoil,pumpfoil,default,True
3309,140,pumpfoil,pumpfoil,default,True
3312,320,pumpfoil,pumpfoil,default,True
3313,140,pumpfoil,pumpfoil,default,False
3316,198,pumpfoil,pumpfoil,default,True
3318,248,generic,pumpfoil,default,True
3325,318,pumpfoil,pumpfoil,default,True
3330,140,pumpfoil,pumpfoil,default,False
3338,320,pumpfoil,pumpfoil,default,True
3339,198,pumpfoil,pumpfoil,default,True
3340,17,pumpfoil,pumpfoil,default,True
3344,404,generic,pumpfoil,default,True
3354,180,pumpfoil,wingfoil,owner,True
3395,248,generic,pumpfoil,default,True
3400,310,pumpfoil,pumpfoil,default,True
3401,310,pumpfoil,pumpfoil,default,True
3402,140,pumpfoil,pumpfoil,default,False
3405,140,pumpfoil,pumpfoil,default,False
3426,140,pumpfoil,pumpfoil,default,False
3435,318,pumpfoil,pumpfoil,default,True
3445,198,pumpfoil,pumpfoil,default,True
3452,248,generic,pumpfoil,default,True
3453,417,pumpfoil,other,owner,True
3463,214,stand_up_paddleboarding,pumpfoil,default,True
3464,214,pumpfoil,pumpfoil,default,True
3465,214,generic,pumpfoil,default,True
3491,353,pumpfoil,pumpfoil,default,True
3492,353,pumpfoil,pumpfoil,default,True
3493,320,pumpfoil,pumpfoil,default,True
3494,353,pumpfoil,pumpfoil,default,True
3496,95,pumpfoil,pumpfoil,default,True
3498,140,pumpfoil,pumpfoil,default,False
3501,353,pumpfoil,pumpfoil,default,True
3504,353,pumpfoil,pumpfoil,default,True
